#{"t_start": 1685717185.387958, "env_id": null}
r,l,t
-13.6,3586,18303.161712
-23.5,5108,18343.461752
-19.2,3178,18351.211751
-14.6,2906,18358.164876
-14.7,4009,18395.620949
-14.9,2943,18402.739571
-15.1,4014,18412.33332
-21.8,3439,18420.61457
-21.2,3178,18455.086882
-16.6,5354,18468.431028
-17.2,2873,18475.181031
-14.3,2785,18481.962278
-16.3,2865,18515.589459
-35.4,3964,18525.042583
-20.2,5275,18539.513301
-14.3,2870,18547.389484
-35.3,3526,18586.06968
-21.8,3198,18594.007179
-14.8,2781,18600.835305
-19.9,4146,18610.632179
-7.8,4343,18647.428416
-17.3,3010,18654.678416
-20.9,3256,18662.381541
-15.3,4216,18698.277337
-19.8,3781,18707.136711
-15.8,2840,18713.871086
-12.8,2839,18721.403121
-11.2,4566,18759.30135
-8.5,3474,18767.582599
-19.8,3722,18778.271285
-16.8,3462,18786.443161
-21.8,2870,18819.166926
-18.3,3154,18827.698573
-16.8,3065,18835.745843
-17.3,2772,18842.558344
-26.3,2868,18849.558343
-6.7,3509,18884.30836
-23.3,3289,18892.386484
-27.4,4658,18903.777109
-22.3,3683,18938.013065
-21.7,3236,18945.638065
-14.8,2978,18952.77869
-15.3,2896,18959.638065
-18.2,3054,18966.84119
-18.9,3119,18999.204973
-17.3,2861,19006.017473
-2.0,4637,19017.095601
-11.9,3810,19026.673726
-22.3,3335,19060.678083
-8.1,3494,19068.943709
-19.0,3213,19076.568708
-13.9,3810,19111.338873
-22.3,3058,19119.308018
-17.7,3539,19127.886145
-22.3,3724,19136.683018
-17.2,3119,19144.011142
-17.3,2867,19176.84798
-10.5,3636,19186.129622
-19.8,3570,19194.676497
-18.3,3149,19202.207747
-11.8,2983,19235.242433
-13.7,3023,19242.398683
-18.5,3722,19251.195558
-14.3,4058,19260.867434
-21.2,3961,19296.434732
-10.6,4127,19306.231606
-21.8,3618,19315.012858
-11.6,3805,19350.358594
-17.8,3332,19358.999611
-15.8,3343,19367.875397
-17.8,3845,19376.969147
-9.7,3423,19410.379742
-4.3,3004,19418.565445
-2.5,3653,19427.784586
-12.6,4064,19437.722087
-11.9,2874,19471.325598
-21.8,2867,19478.388491
-16.3,3089,19486.576784
-16.3,2874,19493.936943
-9.6,4645,19530.222618
-8.3,3699,19539.510322
-21.3,3754,19548.586066
-21.7,3961,19558.22669
-9.0,3586,19592.776647
-5.9,3423,19601.026646
-24.8,3927,19610.448521
-16.7,3273,19618.855167
-10.7,2994,19651.578663
-15.8,3352,19659.609913
-21.9,4178,19670.047413
-10.9,3003,19678.06343
-21.7,5383,19716.863664
-14.7,3629,19725.770033
-11.5,4423,19736.191908
-3.4,2821,19768.477584
-13.1,3752,19777.571334
-21.7,4682,19788.602585
-17.3,3319,19822.419538
-16.8,3075,19829.732036
-21.7,4011,19840.2167
-27.4,4567,19852.045218
-17.3,2991,19884.972271
-14.2,3705,19893.769153
-6.0,3390,19901.894148
-21.3,3108,19909.269148
-4.9,2980,19941.32201
-10.4,4408,19951.697011
-11.4,3670,19960.35326
-20.5,3754,19969.197009
-16.7,3750,20003.748227
-12.5,4987,20015.826351
-28.9,4565,20026.654476
-28.8,3740,20061.814017
-20.9,4744,20073.376517
-18.7,4802,20085.345661
4.3,5631,20124.114442
-17.2,3224,20131.911712
-4.1,3273,20139.599212
-4.8,6305,20181.324373
-15.6,6309,20197.450559
-17.8,3440,20205.904089
-20.2,3659,20240.939666
-18.4,3963,20250.205292
-22.3,2872,20257.98695
-17.6,5749,20297.351497
-19.1,6291,20312.538997
-22.4,6594,20353.79197
-9.6,3692,20362.51072
-14.4,4189,20373.182992
-1.0,9278,20427.287014
-30.8,5010,20440.319054
-18.5,3432,20448.819053
-6.3,6453,20490.919428
-15.8,2803,20499.374145
-28.9,4848,20511.406177
-7.1,5914,20551.239436
-12.1,3462,20559.520686
-14.7,4167,20570.193344
-11.2,3181,20603.103567
-10.0,3663,20611.947316
-20.5,4040,20621.634816
-15.0,3073,20628.994194
-13.4,3519,20663.7945
-3.0,3138,20671.185125
-12.7,3658,20681.326999
-14.5,4969,20719.710147
-6.9,3141,20727.382021
-27.4,5573,20742.96094
-1.3,2669,20749.55469
-13.1,3805,20785.545826
-22.2,3263,20793.498951
-16.3,3459,20804.76497
-4.6,6617,20847.334605
3.4,3099,20854.850231
-17.7,4208,20865.147503
-8.4,2823,20872.210321
-25.8,3440,20907.812916
-15.2,6364,20923.548481
-16.8,3058,20930.767231
-34.9,4174,20967.494113
-2.1,5028,20982.214369
-18.2,3631,20991.026868
-18.3,4639,21027.987191
-16.8,4380,21039.643836
-21.9,3427,21047.956734
-14.2,2979,21055.269233
-2.6,3152,21092.942623
-16.6,3543,21101.958646
-16.8,3067,21109.56802
-6.1,6301,21152.641648
-16.8,3194,21163.70494
-12.5,5005,21176.486191
-22.9,6268,21218.266941
-21.7,2858,21225.204863
-5.7,2867,21233.83066
-14.3,4480,21247.67441
-35.4,3869,21283.417952
-33.9,5176,21297.451726
-21.7,3372,21306.63961
-25.8,3634,21342.429854
-18.3,3352,21350.662376
-8.1,3970,21360.349875
-35.4,3817,21369.460399
-18.2,3552,21404.64305
-15.3,6840,21421.955541
-32.4,6234,21463.683375
-13.1,3231,21471.371672
-0.9,3830,21480.418546
-22.6,3822,21489.700195
-36.4,4877,21528.897455
-2.9,2686,21535.256831
-22.2,2952,21542.257629
-4.8,8720,21589.42141
-9.4,3178,21597.485118
-26.7,4042,21608.001536
-8.1,3386,21642.306744
-22.5,3224,21650.119243
-9.8,3601,21658.947368
